unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0101,JH6vsa0twcA_41_0_08_54_133_to_0_09_04_533.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0053.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,"[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.",A,D) The building behind the distant lot.,action_event,"[Single-Choice] Near the end of the event, what is the car doing near the open gate? [Options] A) Driving forward toward the open gate B) Backing away from the open gate C) Parking beside the open gate D) Making a U-turn near the open gate",A,A) Driving forward toward the open gate,True,spatiotemporal_grounding,perception_recognition,车辆沿弯坡上行，左侧实墙逐步遮住远处停车场；回答把最后完全消失项判为后方建筑，而非远左白色轿车，混淆动态遮挡顺序。,medium,no
error-0102,eVTd0Q43YQY_60_0_06_07_408_to_0_06_19_170.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0520.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] From the perspective of the man wearing the cap, the man in the blue shirt moves from his right side to his left side as he approaches and opens the car door.",False,"True.

In the video, the man in the blue shirt is seen walking from the right side of the frame towards the left side as he approaches the car and opens the door. This movement is observed from the perspective of the man wearing the cap.",entity,[Single-Choice] Which animal is visible near the men? [Options] A) A cat B) A dog C) A goat D) A bird,B,D,False,perspective_reference_frame,spatiotemporal_grounding,蓝衣男子接近并打开车门时，需以戴帽男子自身朝向判断横向移动；回答用画面右到左替代主体视角，错误断言从其右侧移到左侧。control 未通过也可能影响人物运动识别。,high,no
error-0103,Ig723HvaFYQ_14_0_02_04_374_to_0_02_15_426.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0052.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,"[Single-Choice] As the camera pans left, which portion of the black-and-white pot is the first to become visible from behind the colorful pot? [Options] A) The top rim. B) The right side. C) The left side. D) The base.",B,A) The top rim.,simple_relation,"[Single-Choice] When both pots are visible, where is the black-and-white pot relative to the colorful pot? [Options] A) To its right B) To its left C) Above it D) Below it",B,B) To its left,True,spatiotemporal_grounding,perception_recognition,左摇镜头使后方黑白罐从彩色罐边缘逐步露出，最先出现的是其右侧轮廓而非顶部口沿；回答未正确定位首次显露的局部。,medium,no
error-0104,f1YWduf7KqQ_26_0_05_12_445_to_0_05_25_224.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0092.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] At the moment the surfer is most obscured by the wave's curl, the tip of their surfboard is the only part of the surfer/board combination that is visible.",True,False,entity,[Single-Choice] Which clothing item is visible on the rider? [Options] A) A dark wetsuit B) A red life jacket C) A white T-shirt D) A yellow raincoat,A,A) A dark wetsuit,True,spatiotemporal_grounding,perception_recognition,浪卷最强遮挡冲浪者时，人物身体消失而板尖仍短暂露在白水外；回答否认这一精确时刻的局部可见状态。,medium,no
error-0105,P_AssbIRFbI_60_0_12_14_039_to_0_13_12_480.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0116.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] As the car drives past the animals, all of them scatter in the same direction, moving towards the right side of the frame.",False,"True.

`<answer></answer>`",action_event,[Single-Choice] Which event is visible before the other: the driver's hands gripping the steering wheel or the driver smiling toward the camera? [Options] A) The driver smiles toward the camera first. B) Both events appear at the same time. C) Neither event is visible. D) Hands grip the steering wheel first.,D,D) Hands grip the steering wheel first.,True,spatiotemporal_grounding,perception_recognition,车辆经过时不同动物朝不同方向散开，并非全部向画面右侧；回答把多个对象轨迹错误归并为同一方向。,medium,no
error-0106,myJ2l-o5rYQ_73_0_09_40_480_to_0_09_58_960.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0181.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final shot of the video taken by the man in the blue shirt, the puck travels across the floor, passing in front of the ______.",seated person,goalie,simple_relation,[Single-Choice] Where is the large black equipment relative to the glass doorway? [Options] A) To the left of it B) Directly in front of it C) Directly behind it D) To the right of it,D,D,True,benchmark_ambiguity,action_goal_binding,末段冰球从坐在器材旁的人前方经过；模型回答 goalie 可能正是对该坐着人物的角色描述，与 gold seated person 并不必然冲突，填空同义答案边界不足。,medium,yes
error-0107,qkEhTI25974_20_0_03_08_388_to_0_03_24_137.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0268.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] At the moment the motorcycle is on the white-striped crosswalk (0:10), what are the immediate, spatially-relevant intentions governing the rider's actions? (Select all that apply) [Options] A) To yield right-of-way to the white car parked on the right. B) To maintain a consistent following distance behind the silver car ahead. C) To be prepared to stop for any potential pedestrians using the crosswalk. D) To begin accelerating to overtake the silver car.","B, C",C) To be prepared to stop for any potential pedestrians using the crosswalk.,entity,[Single-Choice] Which object is visible along the curb on this street? [Options] A) Red-and-white traffic cone B) Blue mailbox C) Yellow fire hydrant D) Green trash bin,A,C) Yellow fire hydrant,False,action_goal_binding,benchmark_ambiguity,摩托车在斑马线处跟随银车并保持制动余量；回答只选择为行人停车，遗漏维持跟车距离。题干以不可直接观察的 intention 作为多选依据，存在推断性。,medium,yes
error-0108,tfADOMbJYlU_54_0_11_29_556_to_0_11_46_539.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0266.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] Throughout the video, the driver's hands make minor adjustments to the steering wheel. What is the spatial intent of these small movements, as confirmed by the car's trajectory on the road? (Select all that apply) [Options] A) To prepare to change lanes to the left. B) To correct the car's path and keep it centered within the lane markings. C) To navigate a slight curve in the road. D) To initiate a sudden stop.","B,C",BC,action_event,"[Single-Choice] At one point, what action does the driver make beside the steering wheel? [Options] A) Presses a dashboard button B) Raises an open hand C) Shifts the gear lever D) Buckles a seat belt",B,B) Raises an open hand,True,protocol_or_parsing,,"模型输出 BC 与 gold B,C 是完全相同的选项集合；被计入错误只能由多选格式标准化或解析评分造成。",high,no
error-0109,hTxS5J_ZaKQ_80_0_13_52_499_to_0_14_04_110.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0384.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] If the car had continued driving straight on its initial path instead of turning, the 'Baraka' entrance sign would have passed by on the car's ______ side.",left,right,action_event,[Single-Choice] What does the camera vehicle do after entering the grassy parking area? [Options] A) Stops at a gatehouse B) Backs into a garage C) Drives past parked RVs D) Crosses a railroad track,C,C) Drives past parked RVs,True,perspective_reference_frame,physical_prediction_counterfactual,车辆接近 Baraka 标牌后实际右转进入；保持初始直线时需按车身坐标判断标牌从左侧经过，回答把左右关系反转。,high,no
error-0110,lkF5Q42T8Rg_6_0_14_53_433_to_0_15_07_033.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0165.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] When the woman crosses her arms, which of her arms is positioned on top of the other from the viewer's perspective? [Options] A) Her right arm is on top of her left arm. B) Her left arm is on top of her right arm. C) Her arms are held side-by-side and do not cross. D) Her hands are clasped together in the center.",A,B,simple_relation,[Single-Choice] Where is the large silver microphone relative to the woman from the viewer's perspective? [Options] A) To the viewer's right of her B) To the viewer's left of her C) Directly below her D) Directly behind her,A,B) To the viewer's left of her,False,perception_recognition,perspective_reference_frame,女子交叉双臂时，从观看者角度其右臂叠在左臂上方；回答选择左臂在上。control 未通过也支持局部肢体方向识别困难。,medium,no
error-0111,iwOF8NbK0s8_5_0_01_20_180_to_0_01_37_464.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0477.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,[Single-Choice] What is the final orientation of the surfboard after it reappears in the whitewater? [Options] A) Floating horizontally on the surface. B) Floating upside-down. C) Floating nearly vertically with its nose pointed out of the water. D) The board is completely submerged.,C,D) The board is completely submerged.,simple_relation,"[Single-Choice] When the rider is visible on the green wave face, where is he relative to the foamy whitewater? [Options] A) Just left of the whitewater B) Just right of the whitewater C) Far above the whitewater D) Underneath the whitewater",A,C) Far above the whitewater,False,perception_recognition,spatiotemporal_grounding,冲浪板在末段白水中重新出现，板鼻朝上、板体近乎竖直露出水面；回答称完全淹没，否认直接可见的最终状态。,high,no
