blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0159,absent,audit-0029-g01,0.88,"生成题 audit-0029-g01 询问：“[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.”；参考题询问：“牛群主要位于道路的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0160,partial,audit-0029-g02,0.72,"生成题 audit-0029-g02 询问：“[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.”；参考题询问：“镜头从农田转向道路发生在看到马之前还是之后？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0161,absent,audit-0029-g01,0.88,"生成题 audit-0029-g01 询问：“[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.”；参考题询问：“道路两侧主要分布着什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0162,absent,audit-0029-g01,0.88,"生成题 audit-0029-g01 询问：“[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.”；参考题询问：“观察者的影子在道路上朝哪个方向延伸？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0163,absent,audit-0030-g01,0.88,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗先远离相机还是先返回相机附近？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0164,partial,audit-0030-g01,0.72,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗与右侧栏杆的距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0165,absent,audit-0030-g01,0.88,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗跑远时是否短暂离开清晰可见范围？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0166,partial,audit-0030-g01,0.72,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗先沿栈道远离相机还是先转向栏杆？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0167,partial,audit-0030-g01,0.72,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗与右侧栏杆的距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0168,absent,audit-0030-g01,0.88,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗在远处变小后是否仍可被持续追踪？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
